ID,TARGET
1115,0.05502330960586365
1202,0.06509673692507405
1194,-0.10657413995190726
1084,0.1905822273792204
1135,0.22816124553613792
960,0.2317924158892086
1131,0.26138547593573713
996,0.07504384560975724
1085,0.1660837878952407
1063,0.16048834645328608
1035,0.12329058349562866
997,0.0865750146747202
1042,0.15491945145469901
954,0.0807332162820225
1126,1.0090834316278552
1122,0.06016675034943611
1167,0.026599405777338533
1125,0.1770835309325908
1019,0.16902248586125426
982,0.1968222125232822
1175,0.11911401959822833
1083,0.049463591508403446
1161,0.5098324834197687
1061,0.02173811024035921
1044,0.0500787640279118
948,0.18480759917426012
949,0.23988817433329765
941,0.09449075289672602
1001,0.04858533791060915
1190,-0.33078705694099647
943,0.5071470265616772
1011,0.3338795127922785
975,0.29838058933190814
1213,0.0903984078047568
1127,0.2176050695954315
1039,0.041767219604798525
1196,-0.3343241990542659
1171,-0.015242483945005866
2028,0.4791923867051608
1746,0.07632361895174837
1608,0.1817440795981166
1356,-0.14089244787326227
2008,0.17958823770740392
1390,0.1356436781770321
1337,-0.15524428910797988
1830,0.1642983864657216
1217,0.09002097766924592
2037,0.06975229142466416
1989,0.07365168157312446
1984,-0.007799778142880343
2147,0.16216618224953572
1496,0.42407966231980637
1521,0.046835030774508395
1935,-0.17771250067240923
1994,0.03232984076959561
1389,0.017819956889254016
1433,-0.1840369004306979
1371,0.16173102483812285
1469,0.3269622417482531
1956,0.9530765579641165
1889,0.18360955764952813
1708,0.2956363105505919
2071,0.44449024748166727
1407,0.10766415593980116
1339,0.06274120310299533
1582,0.022742514949559665
1805,0.5503028391117691
1627,-0.22935816482417656
1570,0.06388764231637598
1232,0.06746255715808747
2109,0.4658107406290508
1663,0.43743006477430557
1664,-0.2598487231959381
1590,0.0769083933382894
1465,0.2478590855732523
1466,0.09436339612422408
1458,0.18777968105727327
1741,-0.23795362943263737
1245,0.09503628831670394
1444,0.09512477514671129
1920,0.26871850589736523
1632,0.5084941223397821
1439,0.24510371870625908
1358,0.017918867623303816
1238,0.012593399371719868
1551,0.17759764641646153
1404,-0.031064607521037634
1789,0.29870604032382897
1393,-0.08723517454111755
1668,-0.07249667275558166
1264,0.04104989520716049
2106,0.002164178204221847
1494,0.04613473072333541
2088,0.041079092321574556
2030,0.3061865861332925
1642,0.9946021486710781
2095,-0.2268256714092276
1771,0.9972069478759233
1589,0.14357404695819104
1959,0.09503116934365041
1961,0.015189799798709616
1760,0.46403299519634544
2116,-0.012948908925896965
1336,0.04873584863293589
1824,0.05281752186872686
1574,0.04794210105892062
1223,-0.1298131765342536
1717,0.11686560046720658
1555,0.19856447928281395
1998,0.07262948967776627
1691,0.031197228536522525
1600,0.03889174194646928
1992,0.06625300298138322
1958,0.1594502149471552
